game,network,time,mediaindicator,
Rutgers at Louisville,ESPN2 HD,10/21/2011 20:00,T,
West Virginia at Syracuse,ESPN HD,10/21/2011 20:00,T,
Cincinnati at USF,Big East Network HD,10/22/2011 12:00,T,
Indiana at Iowa,BTN HD,10/22/2011 12:00,T,
Illinois at Purdue,ESPN2 HD,10/22/2011 12:00,T,
Kansas St. at Kansas,FSN HD,10/22/2011 12:00,T,
Oklahoma St. at Missouri,F/X HD,10/22/2011 12:00,T,
North Carolina at Clemson,ESPN HD,10/22/2011 12:00,T,
Northern Illinois at Buffalo,ESPN Plus HD,10/22/2011 12:00,T,
Jacksonville St. at Kentucky,ESPNU HD,10/22/2011 12:00,T,
Arkansas at Ole Miss,SEC Network HD,10/22/2011 12:00,T,
Wake Forest at Duke,ACC Network HD,10/22/2011 12:30,T,
Western Michigan at Eastern Michigan,,10/22/2011 13:00,W,
Central Michigan at Ball St.,,10/22/2011 14:00,W,
New Mexico at TCU,The mtn. HD,10/22/2011 14:00,T,
Idaho St. at BYU,BYUtv HD,10/22/2011 15:00,T,
Boston College at Virginia Tech,ACC/FSN Regional HD,10/22/2011 15:00,T,
Louisiana Tech at Utah St.,ESPN Plus HD,10/22/2011 15:00,T,
Auburn at LSU,CBS HD,10/22/2011 15:30,T,
Texas A&M at Iowa St.,ABC HD,10/22/2011 15:30,T,
Maryland at Florida St.,ABC HD,10/22/2011 15:30,T,
NC State at Virginia,ESPNU HD,10/22/2011 15:30,T,
Georgia Tech at Miami (FL),ESPN HD,10/22/2011 15:30,T,
Nebraska at Minnesota,ABC HD,10/22/2011 15:30,T,
East Carolina at Navy,CBS Sports Network HD,10/22/2011 15:30,T,
Memphis at Tulane,FOX College Sports,10/22/2011 15:30,T,
Ohio at Akron,SportsTime Ohio HD,10/22/2011 15:30,T,
Temple at Bowling Green,Buckeye Cable Sports,10/22/2011 15:30,T,
Air Force at Boise St.,Versus HD,10/22/2011 15:30,T,
Oregon at Colorado,FSN HD,10/22/2011 15:30,T,
UL-Lafayette at Western Kentucky,,10/22/2011 16:00,W,
Fresno St. at Nevada,WAC Sports,10/22/2011 16:00,T,
Marshall at Houston,CSS,10/22/2011 16:30,T,
UL-Monroe at North Texas,,10/22/2011 17:00,W,
Army at Vanderbilt,ESPNU HD,10/22/2011 19:00,T,
Tulsa at Rice,FSN HD,10/22/2011 19:00,T,
Utah at California,CSN Bay Area,10/22/2011 19:00,T,
Miami (OH) at Toledo,ESPN GamePlan,10/22/2011 19:00,T,
Penn St. at Northwestern,BTN HD,10/22/2011 19:00,T,
Tennessee at Alabama,ESPN2 HD,10/22/2011 19:15,T,
USC at Notre Dame,NBC HD,10/22/2011 19:30,T,
SMU at Southern Miss,CBS Sports Network,10/22/2011 20:00,T,
Colorado St. at UTEP,Time Warner-El Paso,10/22/2011 20:00,T,
Washington at Stanford,ABC HD,10/22/2011 20:00,T,
Wisconsin at Michigan St.,ESPN HD,10/22/2011 20:00,T,
Texas Tech at Oklahoma,ABC HD,10/22/2011 20:00,T,
Middle Tennessee at FAU,Sun Belt Network,10/22/2011 20:00,T,
Oregon St. vs. Washington St.<br>(at Seattle, WA),FSN HD,10/22/2011 22:30,T
New Mexico St. at Hawai'i,Oceanic PPV HD,10/22/2011 23:59,T,
Troy at FIU,ESPN2 HD,10/25/2011 20:00,T,
Connecticut at Pittsburgh,ESPN HD,10/26/2011 20:00,T,
Virginia at Miami (FL),ESPN HD<br>ESPN 3D,10/27/2011 20:00,T,
Rice at Houston,FSN HD,10/27/2011 20:00,T,
TCU vs. BYU<br>(at Arlington, TX),ESPN HD,10/28/2011 20:00,T
UAB at Marshall,CSS,10/29/2011 12:00,T,
Central Michigan at Akron,ESPN Plus HD,10/29/2011 12:00,T,
NC State at Florida St.,ESPNU HD,10/29/2011 12:00,T,
Missouri at Texas A&M,F/X HD,10/29/2011 12:00,T,
Syracuse at Louisville,Big East Network HD,10/29/2011 12:00,T,
Michigan St. at Nebraska,ESPN HD,10/29/2011 12:00,T,
Northwestern at Indiana,BTN HD,10/29/2011 12:00,T,
Purdue at Michigan,ESPN2 HD,10/29/2011 12:00,T,
Arkansas at Vanderbilt,SEC Network HD,10/29/2011 12:00,T,
Virginia Tech at Duke,ACC Network HD,10/29/2011 12:30,T,
Ball St. at Western Michigan,,10/29/2011 14:00,W,
Air Force at New Mexico,The mtn. HD,10/29/2011 14:00,T,
Washington St. at Oregon,FSN HD,10/29/2011 15:00,T,
Boston College at Maryland,ACC/FSN Regional HD,10/29/2011 15:00,T,
Wake Forest at North Carolina,ESPNU HD,10/29/2011 15:30,T,
Oklahoma at Kansas St.,ESPN HD,10/29/2011 15:30,T,
Baylor at Oklahoma St.,ABC/ESPN2 HD,10/29/2011 15:30,T,
Iowa at Minnesota,BTN HD,10/29/2011 15:30,T,
Illinois at Penn St.,ABC/ESPN2 HD,10/29/2011 15:30,T,
West Virginia at Rutgers,ABC HD,10/29/2011 15:30,T,
Buffalo at Miami (OH),SportsTime Ohio HD,10/29/2011 15:30,T,
Tulane at East Carolina,WITN,10/29/2011 15:30,T,
SMU at Tulsa,FSN HD,10/29/2011 15:30,T,
Fordham at Army,CBS Sports Network HD,10/29/2011 15:30,T,
Navy at Notre Dame,NBC HD,10/29/2011 15:30,T,
Georgia vs. Florida<br>(at Jacksonville, FL),CBS HD,10/29/2011 15:30,T
Western Kentucky at UL-Monroe,,10/29/2011 15:30,W,
San Jose St. at Louisiana Tech,,10/29/2011 16:00,W,
Memphis at UCF,Bright House Sports,10/29/2011 16:00,T,
Hawai'i at Idaho,ESPN Plus HD,10/29/2011 17:00,T,
Colorado St. at UNLV,The mtn. HD,10/29/2011 18:00,T,
Colorado at Arizona St.,FOX Sports Arizona HD<br>ROOT Sports RM,10/29/2011 18:30,T,
California at UCLA,Prime Ticket HD,10/29/2011 19:00,T,
Oregon St. at Utah,KJZZ<br>ROOT Sports NW,10/29/2011 19:00,T,
Bowling Green at Kent St.,,10/29/2011 19:00,W,
Kansas at Texas,Longhorn Network HD<br>Jayhawk TV Network,10/29/2011 19:00,T,
Iowa St. at Texas Tech,FSN HD,10/29/2011 19:00,T,
North Texas at Arkansas St.,,10/29/2011 19:00,W,
Ole Miss at Auburn,ESPNU HD,10/29/2011 19:00,T,
Mississippi St. at Kentucky,SEC/FSN Regional HD,10/29/2011 19:00,T,
South Carolina at Tennessee,ESPN2 HD,10/29/2011 19:15,T,
UL-Lafayette at Middle Tennessee,Sun Belt Network,10/29/2011 19:30,T,
Nevada at New Mexico St.,WAC Sports,10/29/2011 20:00,T,
Clemson at Georgia Tech,ABC HD,10/29/2011 20:00,T,
Wisconsin at Ohio St.,ESPN HD,10/29/2011 20:00,T,
Southern Miss at UTEP,CBS Sports Network,10/29/2011 20:00,T,
Stanford at USC,ABC HD,10/29/2011 20:00,T,
Wyoming at San Diego St.,The mtn. HD,10/29/2011 22:00,T,
Arizona at Washington,FSN HD,10/29/2011 22:30,T,
Northern Illinois at Toledo,ESPN2 HD<br>ESPN 3D,11/01/2011 19:00,T,
Temple at Ohio,ESPN HD,11/02/2011 20:00,T,
Akron at Miami (OH),ESPNU HD,11/03/2011 19:30,T,
Tulsa at UCF,CBS Sports Network HD,11/03/2011 20:00,T,
Florida St. at Boston College,ESPN HD,11/03/2011 20:00,T,
Central Michigan at Kent St.,ESPN2 HD,11/04/2011 20:00,T,
USC at Colorado,ESPN HD<br>ESPN 3D,11/04/2011 21:00,T,
Arkansas St. at FAU,,11/05/2011 00:00,N,
Vanderbilt at Florida,SEC Network HD,11/05/2011 12:00,T,
Ball St. at Eastern Michigan,ESPN Plus HD,11/05/2011 12:00,T,
Texas Tech at Texas,F/X HD,11/05/2011 12:00,T,
Michigan at Iowa,ESPN HD,11/05/2011 12:00,T,
Minnesota at Michigan St.,BTN HD,11/05/2011 12:00,T,
Indiana at Ohio St.,BTN HD,11/05/2011 12:00,T,
Louisville at West Virginia,Big East Network HD,11/05/2011 12:00,T,
Syracuse at Connecticut,ESPNU HD,11/05/2011 12:00,T,
Kansas at Iowa St.,FOX College Sports,11/05/2011 12:30,T,
Virginia at Maryland,ACC Network HD,11/05/2011 12:30,T,
North Carolina at NC State,ACC Network HD,11/05/2011 12:30,T,
New Mexico St. at Georgia,SEC/CSS HD,11/05/2011 12:30,T,
TCU at Wyoming,The mtn. HD,11/05/2011 14:00,T,
Tulane at SMU,,11/05/2011 15:00,W,
Duke at Miami (FL),ACC/FSN Regional HD,11/05/2011 15:00,T,
Texas A&M at Oklahoma,ABC/ESPN2 HD,11/05/2011 15:30,T,
Purdue at Wisconsin,ABC/ESPN2 HD,11/05/2011 15:30,T,
Northwestern at Nebraska,BTN HD,11/05/2011 15:30,T,
Troy at Navy,CBS Sports Network HD,11/05/2011 15:30,T,
UTEP at Rice,FSN HD,11/05/2011 15:30,T,
Army at Air Force,CBS HD,11/05/2011 15:30,T,
Stanford at Oregon St.,ABC HD,11/05/2011 15:30,T,
Ole Miss at Kentucky,ESPNU HD,11/05/2011 15:30,T,
UL-Monroe at UL-Lafayette,Sun Belt Network,11/05/2011 15:30,T,
FIU at Western Kentucky,,11/05/2011 16:00,W,
Idaho at San Jose St.,WAC Sports,11/05/2011 16:00,T,
Southern Miss at East Carolina,CSS,11/05/2011 16:00,T,
Washington St. at California,CSN California<br>ROOT Sports Northwest,11/05/2011 18:30,T,
Utah at Arizona,Wildcats Sports<br>KJZZ,11/05/2011 19:00,T,
Houston at UAB,CBS Sports Network,11/05/2011 19:00,T,
USF at Rutgers,,11/05/2011 19:00,W,
Cincinnati at Pittsburgh,ESPNU HD,11/05/2011 19:00,T,
Missouri at Baylor,FSN HD,11/05/2011 19:00,T,
Middle Tennessee at Tennessee,SEC/FSN Regional HD,11/05/2011 19:00,T,
South Carolina at Arkansas,ESPN HD,11/05/2011 19:15,T,
UT-Martin at Mississippi St.,SEC/CSS HD,11/05/2011 19:30,T,
Arizona St. at UCLA,Versus HD,11/05/2011 19:30,T,
New Mexico at San Diego St.,The mtn. HD,11/05/2011 20:00,T,
Kansas St. at Oklahoma St.,ABC/ESPN2 HD,11/05/2011 20:00,T,
Notre Dame at Wake Forest,ABC/ESPN2 HD,11/05/2011 20:00,T,
LSU at Alabama,CBS HD,11/05/2011 20:00,T,
Louisiana Tech at Fresno St.,ESPNU HD,11/05/2011 22:30,T,
Boise St. at UNLV,CBS Sports Network HD,11/05/2011 22:30,T,
Oregon at Washington,FSN HD,11/05/2011 22:30,T,
Utah St. at Hawai'i,Oceanic PPV HD,11/05/2011 23:59,T,
Western Michigan at Toledo,ESPNU HD,11/08/2011 20:00,T,
Northern Illinois at Bowling Green,ESPN2 HD,11/08/2011 20:00,T,
Miami (OH) at Temple,ESPN HD,11/09/2011 20:00,T,
Ohio at Central Michigan,ESPNU HD,11/10/2011 19:30,T,
Houston at Tulane,CBS Sports Network,11/10/2011 20:00,T,
Virginia Tech at Georgia Tech,ESPN HD,11/10/2011 20:00,T,
USF at Syracuse,ESPN2 HD,11/11/2011 20:00,T,
FAU at FIU,,11/12/2011 00:00,N,
Florida at South Carolina,CBS HD,11/12/2011 12:00,T,
Kentucky at Vanderbilt,SEC Network HD,11/12/2011 12:00,T,
Pittsburgh at Louisville,Big East Network HD,11/12/2011 12:00,T,
West Virginia at Cincinnati,ABC HD,11/12/2011 12:00,T,
Michigan St. at Iowa,ESPN2 HD,11/12/2011 12:00,T,
Rice at Northwestern,BTN HD,11/12/2011 12:00,T,
Nebraska at Penn St.,ESPN HD,11/12/2011 12:00,T,
Ohio St. at Purdue,BTN HD,11/12/2011 12:00,T,
Wake Forest at Clemson,ESPNU HD,11/12/2011 12:00,T,
Texas at Missouri,F/X HD,11/12/2011 12:00,T,
Oklahoma St. at Texas Tech,ABC HD,11/12/2011 12:00,T,
Marshall at Tulsa,FSN HD,11/12/2011 12:00,T,
NC State at Boston College,ACC Network HD,11/12/2011 12:30,T,
Buffalo at Eastern Michigan,,11/12/2011 13:00,W,
North Texas at Troy,Sun Belt Network,11/12/2011 13:00,T,
Kent St. at Akron,SportsTime Ohio HD,11/12/2011 14:00,T,
Wyoming at Air Force,The mtn. HD,11/12/2011 14:00,T,
Baylor at Kansas,,11/12/2011 14:00,W,
Arizona at Colorado,FOX College Sports,11/12/2011 14:30,T,
Duke at Virginia,ACC/FSN Regional HD,11/12/2011 15:00,T,
UL-Lafayette at Arkansas St.,,11/12/2011 15:00,W,
San Jose St. at Utah St.,KCSG,11/12/2011 15:00,T,
Middle Tennessee at UL-Monroe,,11/12/2011 15:30,W,
Auburn at Georgia,CBS HD,11/12/2011 15:30,T,
Miami (FL) at Florida St.,ABC/ESPN HD,11/12/2011 15:30,T,
Texas A&M at Kansas St.,ABC HD,11/12/2011 15:30,T,
Wisconsin at Minnesota,BTN HD,11/12/2011 15:30,T,
Michigan at Illinois,ABC/ESPN HD,11/12/2011 15:30,T,
TCU at Boise St.,Versus HD,11/12/2011 15:30,T,
Rutgers vs. Army<br>(at New York, NY),CBS Sports Network HD,11/12/2011 15:30,T
Navy at SMU,FSN HD,11/12/2011 15:30,T,
Washington at USC,F/X HD,11/12/2011 15:45,T,
UAB at Memphis,CSS,11/12/2011 16:15,T,
San Diego St. at Colorado St.,The mtn. HD,11/12/2011 18:00,T,
Tennessee at Arkansas,ESPN2 HD,11/12/2011 18:00,T,
UCLA at Utah,Prime Ticket HD<br>KJZZ,11/12/2011 18:30,T,
Oregon St. at California,CSN California<br>ROOT Sports NW,11/12/2011 18:30,T,
Western Kentucky at LSU,ESPNU HD,11/12/2011 19:00,T,
Louisiana Tech at Ole Miss,SEC/CSS HD,11/12/2011 19:30,T,
Maryland vs. Notre Dame<br>(at Landover, MD),NBC HD,11/12/2011 19:30,T
Alabama at Mississippi St.,ESPN HD,11/12/2011 19:45,T,
Fresno St. at New Mexico St.,WAC Sports,11/12/2011 20:00,T,
East Carolina at UTEP,Time Warner-El Paso,11/12/2011 20:00,T,
UCF at Southern Miss,CBS Sports Network,11/12/2011 20:00,T,
Oregon at Stanford,ABC HD,11/12/2011 20:00,T,
Idaho at BYU,ESPN2 HD,11/12/2011 21:15,T,
UNLV at New Mexico,The mtn. HD,11/12/2011 22:00,T,
Hawai'i at Nevada,ESPNU HD,11/12/2011 22:15,T,
Arizona St. at Washington St.,Versus HD,11/12/2011 22:30,T,
Ball St. at Northern Illinois,ESPNU HD,11/15/2011 20:00,T,
Ohio at Bowling Green,ESPN HD,11/16/2011 20:00,T,
Western Michigan at Miami (OH),ESPN2 HD,11/16/2011 20:00,T,
Southern Miss at UAB,CBS Sports Network,11/17/2011 20:00,T,
Marshall at Memphis,FSN HD,11/17/2011 20:00,T,
North Carolina at Virginia Tech,ESPN HD<br>ESPN 3D,11/17/2011 20:00,T,
Oklahoma St. at Iowa St.,ESPN HD,11/18/2011 20:00,T,
Toledo at Central Michigan,ESPNU HD,11/18/2011 20:00,T,
Akron at Buffalo,Time Warner-NY,11/19/2011 12:00,T,
Kansas at Texas A&M,FSN HD,11/19/2011 12:00,T,
Wisconsin at Illinois,ESPN2 HD,11/19/2011 12:00,T,
Nebraska at Michigan,ESPN HD,11/19/2011 12:00,T,
Indiana at Michigan St.,BTN HD,11/19/2011 12:00,T,
Minnesota at Northwestern,BTN HD,11/19/2011 12:00,T,
Iowa at Purdue,BTN HD,11/19/2011 12:00,T,
Louisville at Connecticut,Big East Network HD,11/19/2011 12:00,T,
Cincinnati at Rutgers,ESPNU HD,11/19/2011 12:00,T,
Kentucky at Georgia,SEC Network HD,11/19/2011 12:00,T,
The Citadel at South Carolina,Gamecocks PPV,11/19/2011 12:00,T,
Georgia Tech at Duke,ACC Network HD,11/19/2011 12:30,T,
Eastern Michigan at Kent St.,,11/19/2011 13:00,W,
Army at Temple,,11/19/2011 13:00,W,
Furman at Florida,Sun PPV,11/19/2011 13:00,T,
Samford at Auburn,CSS PPV,11/19/2011 13:00,T,
Georgia Southern at Alabama,Crimson Tide PPV,11/19/2011 14:00,T,
New Mexico at Wyoming,The mtn. HD,11/19/2011 14:00,T,
Tulsa at UTEP,CBS Sports Network HD,11/19/2011 15:00,T,
Maryland at Wake Forest,ACC/FSN Regional HD,11/19/2011 15:00,T,
Arkansas St. at Middle Tennessee,,11/19/2011 15:00,W,
FAU at Troy,CSS,11/19/2011 15:30,T,
Mississippi St. at Arkansas,CBS HD,11/19/2011 15:30,T,
Clemson at NC State,ABC/ESPN HD,11/19/2011 15:30,T,
Texas Tech at Missouri,ABC HD,11/19/2011 15:30,T,
Miami (FL) at USF,ESPNU HD,11/19/2011 15:30,T,
Penn St. at Ohio St.,ABC/ESPN HD,11/19/2011 15:30,T,
Tulane at Rice,,11/19/2011 15:30,W,
SMU at Houston,FSN HD,11/19/2011 15:30,T,
Colorado St. at TCU,Versus HD,11/19/2011 15:30,T,
Washington at Oregon St.,ROOT Sports Northwest,11/19/2011 15:30,T,
Boston College at Notre Dame,NBC HD,11/19/2011 16:00,T,
Navy at San Jose St.,,11/19/2011 16:00,W,
Louisiana Tech at Nevada,,11/19/2011 16:00,W,
Utah St. at Idaho,ESPN Plus HD,11/19/2011 17:00,T,
Utah at Washington St.,KJZZ,11/19/2011 17:00,T,
UNLV at Air Force ,The mtn. HD,11/19/2011 18:00,T,
UCF at East Carolina,FSN HD,11/19/2011 19:00,T,
Western Kentucky at North Texas,Sun Belt Network,11/19/2011 19:00,T,
FIU at UL-Monroe,,11/19/2011 19:00,W,
LSU at Ole Miss,ESPN HD,11/19/2011 19:00,T,
Vanderbilt at Tennessee,ESPNU HD<br>ESPN 3D,11/19/2011 19:00,T,
Colorado at UCLA,Versus HD,11/19/2011 19:30,T,
Virginia at Florida St.,ESPN2 HD,11/19/2011 19:30,T,
Kansas St. at Texas,F/X HD,11/19/2011 20:00,T,
Oklahoma at Baylor,ABC HD,11/19/2011 20:00,T,
USC at Oregon,ABC HD,11/19/2011 20:00,T,
Boise St. at San Diego St.,CBS Sports Network HD,11/19/2011 20:00,T,
Arizona at Arizona St.,FOX Sports Arizona HD,11/19/2011 21:30,T,
California at Stanford,ESPN HD,11/19/2011 22:15,T,
New Mexico St. at BYU,ESPNU HD,11/19/2011 22:15,T,
Fresno St. at Hawai'i,WAC Sports<br>Oceanic PPV HD,11/19/2011 23:00,T,
Miami (OH) at Ohio,ESPN2 HD,11/22/2011 19:00,T,
Texas at Texas A&M,ESPN HD,11/24/2011 20:00,T,
Louisville at USF,ESPN2 HD,11/25/2011 11:00,T,
Eastern Michigan at Northern Illinois,ESPNU HD,11/25/2011 11:00,T,
Bowling Green at Buffalo,Time Warner-Buffalo,11/25/2011 12:00,T,
Houston at Tulsa,FSN HD,11/25/2011 12:00,T,
Kent St. at Temple,,11/25/2011 12:00,W,
Iowa at Nebraska,ABC HD,11/25/2011 12:00,T,
Akron at Western Michigan,,11/25/2011 13:00,W,
Toledo at Ball St.,,11/25/2011 14:00,W,
Arkansas at LSU,CBS HD,11/25/2011 14:30,T,
Colorado at Utah,FSN HD,11/25/2011 15:30,T,
Boston College at Miami (FL),ABC HD,11/25/2011 15:30,T,
Pittsburgh at West Virginia,ESPN HD,11/25/2011 19:00,T,
UTEP at UCF,CBS Sports Network,11/25/2011 19:00,T,
California at Arizona St.,ESPN HD,11/25/2011 22:15,T,
UL-Lafayette at Arizona,,11/26/2011 00:00,N,
UAB at FAU,,11/26/2011 00:00,N,
FIU at Middle Tennessee,,11/26/2011 00:00,N,
San Jose St. at Fresno St.,,11/26/2011 00:00,N,
Georgia at Georgia Tech,ESPN HD,11/26/2011 12:00,T,
Tennessee at Kentucky,SEC Network HD,11/26/2011 12:00,T,
Rice at SMU,FSN HD,11/26/2011 12:00,T,
Cincinnati at Syracuse,Big East Network HD,11/26/2011 12:00,T,
Rutgers at Connecticut,ESPN2 HD,11/26/2011 12:00,T,
Michigan St. at Northwestern,BTN HD,11/26/2011 12:00,T,
Ohio St. at Michigan,ABC HD,11/26/2011 12:00,T,
Iowa St. at Oklahoma,F/X HD,11/26/2011 12:00,T,
Maryland at NC State,ACC Network HD,11/26/2011 12:30,T,
Troy at Western Kentucky,Sun Belt Network,11/26/2011 12:30,T,
Nevada at Utah St.,WAC Sports,11/26/2011 14:00,T,
Wyoming at Boise St.,The mtn. HD,11/26/2011 14:00,T,
Oregon St. at Oregon,ABC/ESPN2 HD,11/26/2011 15:30,T,
East Carolina at Marshall,CBS Sports Network HD,11/26/2011 15:30,T,
Duke at North Carolina,ACC/FSN Regional HD,11/26/2011 15:30,T,
Virginia Tech at Virginia,ABC/ESPN2 HD,11/26/2011 15:30,T,
Vanderbilt at Wake Forest,ESPNU HD,11/26/2011 15:30,T,
Missouri vs. Kansas<br>(at Kansas City, MO),FSN HD,11/26/2011 15:30,T
Illinois at Minnesota,BTN HD,11/26/2011 15:30,T,
Purdue at Indiana,BTN HD,11/26/2011 15:30,T,
Penn St. at Wisconsin,ESPN HD,11/26/2011 15:30,T,
Alabama at Auburn,CBS HD,11/26/2011 15:30,T,
New Mexico St. at Louisiana Tech,ESPN Plus HD,11/26/2011 16:00,T,
Memphis at Southern Miss,CSS,11/26/2011 16:00,T,
Air Force at Colorado St.,The mtn. HD,11/26/2011 18:00,T,
Texas Tech vs. Baylor<br>(at Arlington, TX),FSN HD,11/26/2011 19:00,T
Florida St. at Florida,ESPN2 HD,11/26/2011 19:00,T,
Ole Miss at Mississippi St.,ESPNU HD,11/26/2011 19:00,T,
Washington St. at Washington,Versus HD,11/26/2011 19:30,T,
Clemson at South Carolina,ESPN HD,11/26/2011 19:45,T,
Notre Dame at Stanford,ABC HD,11/26/2011 20:00,T,
UCLA at USC,FSN HD,11/26/2011 22:00,T,
San Diego St. at UNLV,The mtn. HD,11/26/2011 22:00,T,
Tulane at Hawai'i,Oceanic PPV HD,11/26/2011 23:00,T,
West Virginia at USF,ESPN HD<br>ESPN 3D,12/01/2011 20:00,T,
MAC Championship<br>Ohio vs. Northern Illinois<br>(at Detroit, MI),ESPN2 HD,12/02/2011 19:00,T
Pac-12 Championship<br>UCLA at Oregon,FOX HD,12/02/2011 20:00,T,
UL-Monroe at FAU,,12/03/2011 00:00,N,
Middle Tennessee at North Texas,,12/03/2011 00:00,N,
Conference USA Championship<br>Southern Miss at Houston,ABC HD,12/03/2011 12:00,T,
Connecticut at Cincinnati,ESPN HD,12/03/2011 12:00,T,
Syracuse at Pittsburgh,ESPN2 HD,12/03/2011 12:00,T,
Iowa St. at Kansas St.,FSN HD,12/03/2011 12:30,T,
Wyoming at Colorado St.,The mtn. HD,12/03/2011 14:00,T,
UNLV at TCU,Versus HD,12/03/2011 14:30,T,
Texas at Baylor,ABC HD,12/03/2011 15:30,T,
Utah St. at New Mexico St.,Aggie Vision<br>KCSG,12/03/2011 15:30,T,
Idaho at Nevada,WAC Sports,12/03/2011 16:00,T,
SEC Championship<br>LSU vs. Georgia<br>(at Atlanta, GA),CBS HD,12/03/2011 16:00,T
Troy at Arkansas St.,Sun Belt Network,12/03/2011 16:30,T,
New Mexico at Boise St.,The mtn. HD,12/03/2011 18:00,T,
BYU at Hawai'i,ESPN2 HD,12/03/2011 19:30,T,
Fresno St. at San Diego St.,CBS Sports Network HD,12/03/2011 20:00,T,
Oklahoma at Oklahoma St.,ABC HD,12/03/2011 20:00,T,
ACC Championship<br>Virginia Tech vs. Clemson<br>(at Charlotte, NC),ESPN HD<br>ESPN 3D,12/03/2011 20:00,T
Big Ten Championship<br>Wisconsin vs. Michigan St.<br>(at Indianapolis, IN),FOX HD,12/03/2011 20:00,T
game,network,time,mediaindicator,
South Carolina at Vanderbilt,ESPN HD,08/30/2012 19:00,T,
UCF at Akron,ESPN3,08/30/2012 19:00,W,
Eastern Michigan at Ball St.,ESPN3,08/30/2012 19:00,W,
Southeast Missouri St. at Central Michigan,ESPN3,08/30/2012 19:00,W,
Towson at Kent St.,CSN Mid-Atlantic PLUS,08/30/2012 19:00,T,
Northern Colorado at Utah,Pac-12 Networks HD,08/30/2012 19:15,T,
UCLA at Rice,CBS Sports Network HD,08/30/2012 19:30,T,
Massachusetts at Connecticut,Big East Network HD,08/30/2012 19:30,T,
McNeese St. at Middle Tennessee,ESPN3,08/30/2012 19:30,W,
Sacramento St. at New Mexico St.,AggieVision,08/30/2012 20:00,T,
Southern Utah at Utah St.,KMYU,08/30/2012 20:00,T,
Eastern Washington at Idaho,,08/30/2012 21:00,W,
Washington St. at BYU,ESPN HD,08/30/2012 22:15,T,
Northern Arizona at Arizona St.,Pac-12 Networks HD,08/30/2012 22:30,T,
Minnesota at UNLV,CBS Sports Network HD,08/30/2012 23:00,T,
Villanova at Temple,ESPN3,08/31/2012 19:00,W,
NC State vs. Tennessee<br>(at Atlanta, GA),ESPNU HD,08/31/2012 19:30,T
Boise St. at Michigan St.,ESPN HD,08/31/2012 20:00,T,
Wagner at FAU,,08/31/2012 20:00,W,
San Jose St. at Stanford,Pac-12 Networks HD,08/31/2012 22:00,T,
Southern at New Mexico,,09/01/2012 00:00,N,
Notre Dame vs. Navy<br>(at Dublin, Ireland),CBS HD,09/01/2012 09:00,T
Western Michigan at Illinois,ESPNU HD,09/01/2012 12:00,T,
Miami (OH) at Ohio St.,BTN HD,09/01/2012 12:00,T,
Ohio at Penn St.,ESPN HD<br>ESPN 3D,09/01/2012 12:00,T,
Buffalo at Georgia,SEC Network HD,09/01/2012 12:00,T,
Marshall at West Virginia,F/X HD,09/01/2012 12:00,T,
Northwestern at Syracuse,ESPN2 HD,09/01/2012 12:00,T,
Troy at UAB,FOX College Sports,09/01/2012 12:00,T,
Appalachian St. at East Carolina,FSN HD,09/01/2012 12:00,T,
Elon at North Carolina,ACC Network HD,09/01/2012 12:30,T,
Idaho St. at Air Force,,09/01/2012 14:00,W,
UTSA at South Alabama,ESPN3,09/01/2012 14:00,W,
Richmond at Virginia,ACC RSNs HD,09/01/2012 15:00,T,
William & Mary at Maryland,ESPN3,09/01/2012 15:00,W,
Nevada at California,Pac-12 Networks HD,09/01/2012 15:00,T,
Eastern Kentucky at Purdue,BTN HD,09/01/2012 15:30,T,
Northern Iowa at Wisconsin,BTN HD,09/01/2012 15:30,T,
Southern Miss at Nebraska,ABC/ESPN2 HD,09/01/2012 15:30,T,
Miami (FL) at Boston College,ABC/ESPN2 HD,09/01/2012 15:30,T,
Bowling Green at Florida,ESPN HD,09/01/2012 15:30,T,
Iowa vs. Northern Illinois<br>(at Chicago, IL),ESPNU HD,09/01/2012 15:30,T
Tulsa at Iowa St.,FSN HD,09/01/2012 15:30,T,
Colorado St. vs. Colorado <br>(at Denver, CO),F/X HD,09/01/2012 16:00,T
Youngstown St. at Pittsburgh,ESPN3,09/01/2012 18:00,W,
Murray St. at Florida St.,ESPN3,09/01/2012 18:00,W,
Liberty at Wake Forest,ESPN3,09/01/2012 18:30,W,
FIU at Duke,ESPN3,09/01/2012 19:00,W,
Southeastern Louisiana at Missouri,FSN PPV HD,09/01/2012 19:00,T,
Chattanooga at USF,ESPN3,09/01/2012 19:00,W,
Austin Peay at Western Kentucky,,09/01/2012 19:00,W,
UT-Martin at Memphis,,09/01/2012 19:00,W,
Clemson vs. Auburn<br>(at Atlanta, GA),ESPN HD,09/01/2012 19:00,T
North Texas at LSU,ESPNU HD,09/01/2012 19:00,T,
Jackson St. at Mississippi St.,SEC/FOX RSNs HD,09/01/2012 19:00,T,
Central Arkansas at Ole Miss,CSS PPV,09/01/2012 19:00,T,
Jacksonville St. at Arkansas,ARSN PPV,09/01/2012 19:00,T,
South Dakota St. at Kansas,Jayhawk TV,09/01/2012 19:00,T,
Missouri St. at Kansas St.,,09/01/2012 19:00,W,
Savannah St. at Oklahoma St.,FOX College Sports,09/01/2012 19:00,T,
Northwestern St. at Texas Tech,FOX Sports Regional,09/01/2012 19:00,T,
